@relation 'imputed_result'
@attribute 'pclass' {'1','2-3'}
@attribute 'sex' {'female','male'}
@attribute 'age' numeric
@attribute 'sibsp' numeric
@attribute 'parch' numeric
@attribute 'fare' numeric
@attribute 'embarked' {'C','Q','S'}
@attribute 'class' numeric
@data
"2-3","male",21,0,0,7.225,"C",0
"2-3","male",23,0,0,7.05,"S",0
"2-3","female",17,0,0,14.4583,"C",0
"2-3","male",30,0,0,7.225,"C",0
"2-3","male",23,0,0,7.8542,"S",0
"2-3","female",13,0,0,7.2292,"C",1
"2-3","male",20,0,0,7.225,"C",0
"2-3","male",32,1,0,15.85,"S",0
"2-3","female",33,3,0,15.85,"S",1
"2-3","female",0.75,2,1,19.2583,"C",1
"2-3","female",0.75,2,1,19.2583,"C",1
"2-3","female",5,2,1,19.2583,"C",1
"2-3","female",24,0,3,19.2583,"C",1
"2-3","female",18,0,0,8.05,"S",1
"2-3","male",40,0,0,7.225,"C",0
"2-3","male",26,0,0,7.8958,"S",0
"2-3","male",20,0,0,7.2292,"C",1
"2-3","female",18,0,1,14.4542,"C",0
"2-3","female",45,0,1,14.4542,"C",0
"2-3","female",27,0,0,7.8792,"Q",0
"2-3","male",22,0,0,8.05,"S",0
"2-3","male",19,0,0,8.05,"S",0
"2-3","male",26,0,0,7.775,"S",0
"2-3","male",22,0,0,9.35,"S",0
"2-3","male",28.3109057832741,0,0,7.2292,"C",0
"2-3","male",20,0,0,4.0125,"C",0
"2-3","male",32,0,0,56.4958,"S",1
"2-3","male",21,0,0,7.775,"S",0
"2-3","male",18,0,0,7.75,"S",0
"2-3","male",26,0,0,7.8958,"S",0
"2-3","male",6,1,1,15.2458,"C",0
"2-3","female",9,1,1,15.2458,"C",0
"2-3","male",28.4193859420042,0,0,7.225,"C",0
"2-3","female",25.3589068075775,0,2,15.2458,"C",0
"2-3","female",28.5805216059804,0,2,7.75,"Q",0
"2-3","male",40,1,1,15.5,"Q",0
"2-3","female",32,1,1,15.5,"Q",0
"2-3","male",21,0,0,16.1,"S",0
"2-3","female",22,0,0,7.725,"Q",1
"2-3","female",20,0,0,7.8542,"S",0
"2-3","male",29,1,0,7.0458,"S",0
"2-3","male",22,1,0,7.25,"S",0
"2-3","male",22,0,0,7.7958,"S",0
"2-3","male",35,0,0,8.05,"S",0
"2-3","female",18.5,0,0,7.2833,"Q",0
"2-3","male",21,0,0,7.8208,"Q",1
"2-3","male",19,0,0,6.75,"Q",0
"2-3","female",18,0,0,7.8792,"Q",0
"2-3","female",21,0,0,8.6625,"S",0
"2-3","female",30,0,0,8.6625,"S",0
"2-3","male",18,0,0,8.6625,"S",0
"2-3","male",38,0,0,8.6625,"S",0
"2-3","male",17,0,0,8.6625,"S",0
"2-3","male",17,0,0,8.6625,"S",0
"2-3","female",21,0,0,7.75,"Q",0
"2-3","male",21,0,0,7.75,"Q",0
"2-3","male",21,0,0,8.05,"S",0
"2-3","male",27.118836493917,1,0,14.4583,"C",0
"2-3","female",22.6616043615585,1,0,14.4583,"C",0
"2-3","male",28,0,0,7.7958,"S",0
"2-3","male",24,0,0,7.8542,"S",0
"2-3","female",16,0,0,7.75,"Q",1
"2-3","female",37,0,0,7.75,"Q",0
"2-3","male",28,0,0,7.25,"S",0
"2-3","male",24,0,0,8.05,"S",0
"2-3","male",21,0,0,7.7333,"Q",0
"2-3","male",32,0,0,56.4958,"S",1
"2-3","male",29,0,0,8.05,"S",0
"2-3","male",26,1,0,14.4542,"C",0
"2-3","male",18,1,0,14.4542,"C",0
"2-3","male",20,0,0,7.05,"S",0
"2-3","male",18,0,0,8.05,"S",1
"2-3","male",24,0,0,7.25,"Q",0
"2-3","male",36,0,0,7.4958,"S",0
"2-3","male",24,0,0,7.4958,"S",0
"2-3","male",31,0,0,7.7333,"Q",0
"2-3","male",31,0,0,7.75,"Q",0
"2-3","female",22,0,0,7.75,"Q",1
"2-3","female",30,0,0,7.6292,"Q",0
"2-3","male",70.5,0,0,7.75,"Q",0
"2-3","male",43,0,0,8.05,"S",0
"2-3","male",35,0,0,7.8958,"S",0
"2-3","male",27,0,0,7.8958,"S",0
"2-3","male",19,0,0,7.8958,"S",0
"2-3","male",30,0,0,8.05,"S",0
"2-3","male",9,1,1,15.9,"S",1
"2-3","male",3,1,1,15.9,"S",1
"2-3","female",36,0,2,15.9,"S",1
"2-3","male",59,0,0,7.25,"S",0
"2-3","male",19,0,0,8.1583,"S",0
"2-3","female",17,0,1,16.1,"S",1
"2-3","male",44,0,1,16.1,"S",0
"2-3","male",17,0,0,8.6625,"S",0
"2-3","male",22.5,0,0,7.225,"C",0
"2-3","male",45,0,0,8.05,"S",1
"2-3","female",22,0,0,10.5167,"S",0
"2-3","male",19,0,0,10.1708,"S",0
"2-3","female",30,0,0,6.95,"Q",1
"2-3","male",29,0,0,7.75,"Q",1
"2-3","male",0.3333,0,2,14.4,"S",0
"2-3","male",34,1,1,14.4,"S",0
"2-3","female",28,1,1,14.4,"S",0
"2-3","male",27,0,0,7.8958,"S",0
"2-3","male",25,0,0,7.8958,"S",0
"2-3","male",24,2,0,24.15,"S",0
"2-3","male",22,0,0,8.05,"S",0
"2-3","male",21,2,0,24.15,"S",0
"2-3","male",17,2,0,8.05,"S",0
"2-3","male",30.3354244855955,1,0,16.1,"S",0
"2-3","female",28.1673727626827,1,0,16.1,"S",1
"2-3","male",36.5,1,0,17.4,"S",1
"2-3","female",36,1,0,17.4,"S",1
"2-3","male",30,0,0,9.5,"S",1
"2-3","male",16,0,0,9.5,"S",0
"2-3","male",1,1,2,20.575,"S",1
"2-3","female",0.1667,1,2,20.575,"S",1
"2-3","male",26,1,2,20.575,"S",0
"2-3","female",33,1,2,20.575,"S",1
"2-3","male",25,0,0,7.8958,"S",0
"2-3","male",28.9261105517551,0,0,7.8958,"S",0
"2-3","male",28.9261105517551,0,0,7.8958,"S",0
"2-3","male",22,0,0,7.25,"S",0
"2-3","male",36,0,0,7.25,"S",0
"2-3","female",19,0,0,7.8792,"Q",1
"2-3","male",17,0,0,7.8958,"S",0
"2-3","male",42,0,0,8.6625,"S",0
"2-3","male",43,0,0,7.8958,"S",0
"2-3","male",28.3109057832741,0,0,7.2292,"C",0
"2-3","male",32,0,0,7.75,"Q",0
"2-3","male",19,0,0,8.05,"S",1
"2-3","female",30,0,0,12.475,"S",1
"2-3","female",24,0,0,7.75,"Q",0
"2-3","female",23,0,0,8.05,"S",1
"2-3","male",33,0,0,7.8958,"C",0
"2-3","male",65,0,0,7.75,"Q",0
"2-3","male",24,0,0,7.55,"S",1
"2-3","male",23,1,0,13.9,"S",0
"2-3","female",22,1,0,13.9,"S",1
"2-3","male",18,0,0,7.775,"S",0
"2-3","male",16,0,0,7.775,"S",0
"2-3","male",45,0,0,6.975,"S",0
"2-3","male",28.4193859420042,0,0,7.225,"C",0
"2-3","male",39,0,2,7.2292,"C",0
"2-3","male",17,1,1,7.2292,"C",0
"2-3","male",15,1,1,7.2292,"C",0
"2-3","male",47,0,0,7.25,"S",0
"2-3","female",5,0,0,12.475,"S",1
"2-3","male",28.4193859420042,0,0,7.225,"C",0
"2-3","male",40.5,0,0,15.1,"S",0
"2-3","male",40.5,0,0,7.75,"Q",0
"2-3","male",27.1340707358046,0,0,7.05,"S",1
"2-3","male",18,0,0,7.7958,"S",0
"2-3","female",26.8906420765553,0,0,7.75,"Q",0
"2-3","male",34.6287989714633,0,0,7.75,"Q",0
"2-3","male",30.8677651540591,0,0,6.95,"Q",0
"2-3","male",26,0,0,7.8792,"Q",0
"2-3","male",34.6287989714633,0,0,7.75,"Q",0
"2-3","male",27.8449292328777,0,0,56.4958,"S",1
"2-3","female",21,2,2,34.375,"S",0
"2-3","female",9,2,2,34.375,"S",0
"2-3","male",28.9923830217545,0,0,8.05,"S",0
"2-3","male",18,2,2,34.375,"S",0
"2-3","male",16,1,3,34.375,"S",0
"2-3","female",48,1,3,34.375,"S",0
"2-3","male",34.6287989714633,0,0,7.75,"Q",0
"2-3","male",29.3726839101864,0,0,7.25,"S",0
"2-3","male",25,0,0,7.7417,"Q",0
"2-3","male",31.391335190776,0,0,14.5,"S",0
"2-3","male",28.8633099060043,0,0,7.8958,"C",0
"2-3","male",22,0,0,8.05,"S",0
"2-3","female",16,0,0,7.7333,"Q",1
"2-3","female",23.1240158873621,0,0,7.75,"Q",1
"2-3","male",9,0,2,20.525,"S",1
"2-3","male",33,1,1,20.525,"S",0
"2-3","male",41,0,0,7.85,"S",0
"2-3","female",31,1,1,20.525,"S",1
"2-3","male",38,0,0,7.05,"S",0
"2-3","male",9,5,2,46.9,"S",0
"2-3","male",1,5,2,46.9,"S",0
"2-3","male",11,5,2,46.9,"S",0
"2-3","female",10,5,2,46.9,"S",0
"2-3","female",16,5,2,46.9,"S",0
"2-3","male",14,5,2,46.9,"S",0
"2-3","male",40,1,6,46.9,"S",0
"2-3","female",43,1,6,46.9,"S",0
"2-3","male",51,0,0,8.05,"S",0
"2-3","male",32,0,0,8.3625,"S",0
"2-3","male",28.9923830217545,0,0,8.05,"S",0
"2-3","male",20,0,0,9.8458,"S",0
"2-3","male",37,2,0,7.925,"S",0
"2-3","male",28,2,0,7.925,"S",0
"2-3","male",19,0,0,7.775,"S",0
"2-3","female",24,0,0,8.85,"S",0
"2-3","female",17,0,0,7.7333,"Q",0
"2-3","male",29.9059170359874,1,0,19.9667,"S",0
"2-3","male",29.9059170359874,1,0,19.9667,"S",0
"2-3","male",28,1,0,15.85,"S",0
"2-3","female",24,1,0,15.85,"S",1
"2-3","male",20,0,0,9.5,"S",0
"2-3","male",23.5,0,0,7.2292,"C",0
"2-3","male",41,2,0,14.1083,"S",0
"2-3","male",26,1,0,7.8542,"S",0
"2-3","male",21,0,0,7.8542,"S",0
"2-3","female",45,1,0,14.1083,"S",1
"2-3","female",27.1378589458472,0,0,7.55,"S",0
"2-3","male",25,0,0,7.25,"S",0
"2-3","male",30.6077651540591,0,0,6.8583,"Q",0
"2-3","male",11,0,0,18.7875,"C",0
"2-3","female",23.1240158873621,0,0,7.75,"Q",1
"2-3","male",27,0,0,6.975,"S",1
"2-3","male",27.8449292328777,0,0,56.4958,"S",1
"2-3","female",18,0,0,6.75,"Q",0
"2-3","female",26,0,0,7.925,"S",1
"2-3","female",23,0,0,7.925,"S",0
"2-3","female",22,0,0,8.9625,"S",1
"2-3","male",28,0,0,7.8958,"S",0
"2-3","female",28,0,0,7.775,"S",0
"2-3","female",26.8906420765553,0,0,7.75,"Q",0
"2-3","female",2,0,1,12.2875,"S",1
"2-3","female",22,1,1,12.2875,"S",1
"2-3","male",43,0,0,6.45,"S",0
"2-3","male",28,0,0,22.525,"S",0
"2-3","female",27,0,0,7.925,"S",1
"2-3","male",34.6287989714633,0,0,7.75,"Q",0
"2-3","female",25.0666887642082,0,0,8.05,"S",1
"2-3","male",42,0,0,7.65,"S",0
"2-3","male",27.4529510123996,0,0,7.8875,"S",1
"2-3","male",30,0,0,7.2292,"C",0
"2-3","male",28.9261105517551,0,0,7.8958,"S",0
"2-3","female",27,1,0,7.925,"S",0
"2-3","female",25,1,0,7.925,"S",0
"2-3","male",28.9261105517551,0,0,7.8958,"S",0
"2-3","male",29,0,0,7.8958,"C",1
"2-3","male",21,0,0,7.7958,"S",1
"2-3","male",29.5297260278752,0,0,7.05,"S",0
"2-3","male",20,0,0,7.8542,"S",0
"2-3","male",48,0,0,7.8542,"S",0
"2-3","male",17,1,0,7.0542,"S",0
"2-3","female",23.1240158873621,0,0,7.75,"Q",1
"2-3","male",27.0689694175878,0,0,8.1125,"S",1
"2-3","male",34,0,0,6.4958,"S",0
"2-3","male",26,0,0,7.775,"S",1
"2-3","male",22,0,0,7.7958,"S",0
"2-3","male",33,0,0,8.6542,"S",0
"2-3","male",31,0,0,7.775,"S",0
"2-3","male",29,0,0,7.8542,"S",0
"2-3","male",4,1,1,11.1333,"S",1
"2-3","female",1,1,1,11.1333,"S",1
"2-3","male",49,0,0,0,"S",0
"2-3","male",33,0,0,7.775,"S",0
"2-3","male",19,0,0,0,"S",0
"2-3","female",27,0,2,11.1333,"S",1
"2-3","male",26.9184783933114,1,2,23.45,"S",0
"2-3","female",22.6543707974903,1,2,23.45,"S",0
"2-3","male",26.9184783933114,1,2,23.45,"S",0
"2-3","female",22.6543707974903,1,2,23.45,"S",0
"2-3","male",23,0,0,7.8958,"S",0
"2-3","male",32,0,0,7.8542,"S",1
"2-3","male",27,0,0,7.8542,"S",0
"2-3","female",20,1,0,9.825,"S",0
"2-3","female",21,1,0,9.825,"S",0
"2-3","male",32,0,0,7.925,"S",1
"2-3","male",17,0,0,7.125,"S",0
"2-3","male",21,0,0,8.4333,"S",0
"2-3","male",30,0,0,7.8958,"S",0
"2-3","male",21,0,0,7.7958,"S",1
"2-3","male",33,0,0,7.8542,"S",0
"2-3","male",22,0,0,7.5208,"S",0
"2-3","female",4,0,1,13.4167,"C",1
"2-3","male",39,0,1,13.4167,"C",1
"2-3","male",28.3109057832741,0,0,7.2292,"C",0
"2-3","male",18.5,0,0,7.2292,"C",0
"2-3","male",34.6287989714633,0,0,7.75,"Q",0
"2-3","male",29.3726839101864,0,0,7.25,"S",0
"2-3","female",23.1240158873621,0,0,7.75,"Q",1
"2-3","female",23.1240158873621,0,0,7.75,"Q",1
"2-3","male",34.5,0,0,7.8292,"Q",0
"2-3","male",44,0,0,8.05,"S",0
"2-3","male",28.101340947903,0,0,7.75,"Q",1
"2-3","male",27.1640031605836,1,0,14.4542,"C",0
"2-3","female",22.5499376948918,1,0,14.4542,"C",0
"2-3","male",31.8041985577573,1,0,7.75,"Q",0
"2-3","male",31.8041985577573,1,0,7.75,"Q",0
"2-3","male",31.5830744168532,0,0,7.7375,"Q",0
"2-3","female",22,2,0,8.6625,"S",0
"2-3","male",26,2,0,8.6625,"S",0
"2-3","female",4,0,2,22.025,"S",1
"2-3","male",29,3,1,22.025,"S",1
"2-3","female",26,1,1,22.025,"S",1
"2-3","female",1,1,1,12.1833,"S",0
"2-3","male",18,1,1,7.8542,"S",0
"2-3","female",36,0,2,12.1833,"S",0
"2-3","male",28.8633099060043,0,0,7.8958,"C",0
"2-3","male",25,0,0,7.2292,"C",1
"2-3","male",28.4193859420042,0,0,7.225,"C",0
"2-3","female",37,0,0,9.5875,"S",0
"2-3","male",28.9261105517551,0,0,7.8958,"S",0
"2-3","male",27.8449292328777,0,0,56.4958,"S",1
"2-3","male",27.9103677434611,0,0,56.4958,"S",0
"2-3","female",22,0,0,7.25,"S",1
"2-3","male",34.6287989714633,0,0,7.75,"Q",0
"2-3","male",26,0,0,56.4958,"S",1
"2-3","male",29,0,0,9.4833,"S",0
"2-3","male",29,0,0,7.775,"S",0
"2-3","male",22,0,0,7.775,"S",0
"2-3","male",22,0,0,7.225,"C",1
"2-3","male",11.8558869966527,3,1,25.4667,"S",0
"2-3","female",11.7323126582568,3,1,25.4667,"S",0
"2-3","female",11.7323126582568,3,1,25.4667,"S",0
"2-3","female",11.7323126582568,3,1,25.4667,"S",0
"2-3","female",32.7829075316824,0,4,25.4667,"S",0
"2-3","male",32,0,0,7.925,"S",0
"2-3","male",34.5,0,0,6.4375,"C",0
"2-3","female",30.5242472892633,1,0,15.5,"Q",0
"2-3","male",35.6929844528184,1,0,15.5,"Q",0
"2-3","male",36,0,0,0,"S",0
"2-3","male",39,0,0,24.15,"S",0
"2-3","male",24,0,0,9.5,"S",0
"2-3","female",25,0,0,7.775,"S",0
"2-3","female",45,0,0,7.75,"S",0
"2-3","male",36,1,0,15.55,"S",0
"2-3","female",30,1,0,15.55,"S",0
"2-3","male",20,1,0,7.925,"S",1
"2-3","male",33.2559275087738,0,0,7.8792,"Q",0
"2-3","male",28,0,0,56.4958,"S",0
"2-3","male",29.2236794924392,0,0,7.55,"S",0
"2-3","male",30,1,0,16.1,"S",0
"2-3","female",26,1,0,16.1,"S",0
"2-3","male",28.8632903327584,0,0,7.8792,"S",0
"2-3","male",20.5,0,0,7.25,"S",0
"2-3","male",27,0,0,8.6625,"S",1
"2-3","male",51,0,0,7.0542,"S",0
"2-3","female",23,0,0,7.8542,"S",1
"2-3","male",32,0,0,7.5792,"S",1
"2-3","male",28.9261105517551,0,0,7.8958,"S",0
"2-3","male",29.2236794924392,0,0,7.55,"S",0
"2-3","female",23.1240158873621,0,0,7.75,"Q",1
"2-3","male",24,0,0,7.1417,"S",1
"2-3","male",22,0,0,7.125,"S",0
"2-3","female",25.936521589487,0,0,7.8792,"Q",0
"2-3","male",34.6287989714633,0,0,7.75,"Q",0
"2-3","male",28.9923830217545,0,0,8.05,"S",0
"2-3","male",29,0,0,7.925,"S",0
"2-3","male",25.5651602346991,0,0,7.2292,"C",1
"2-3","female",30.5,0,0,7.75,"Q",0
"2-3","female",22.9328075540288,0,0,7.7375,"Q",1
"2-3","male",28.3109057832741,0,0,7.2292,"C",0
"2-3","male",35,0,0,7.8958,"C",0
"2-3","male",33,0,0,7.8958,"S",0
"2-3","female",27.1159830060439,0,0,7.225,"C",1
"2-3","male",28.8633099060043,0,0,7.8958,"C",0
"2-3","female",23.1240158873621,0,0,7.75,"Q",1
"2-3","male",28.101340947903,0,0,7.75,"Q",1
"2-3","female",26.1828374969627,2,0,23.25,"Q",1
"2-3","female",26.1828374969627,2,0,23.25,"Q",1
"2-3","male",28.2977864248907,2,0,23.25,"Q",1
"2-3","female",23.0947080442249,0,0,7.7875,"Q",1
"2-3","male",39.1576955336394,0,0,15.5,"Q",0
"2-3","female",22.8213607052893,0,0,7.8792,"Q",1
"2-3","female",15,0,0,8.0292,"Q",1
"2-3","female",35,0,0,7.75,"Q",0
"2-3","male",34.6287989714633,0,0,7.75,"Q",0
"2-3","male",24,1,0,16.1,"S",0
"2-3","female",19,1,0,16.1,"S",0
"2-3","female",26.8906420765553,0,0,7.75,"Q",0
"2-3","female",26.3269937760725,0,0,8.05,"S",0
"2-3","female",26.3269937760725,0,0,8.05,"S",0
"2-3","male",55.5,0,0,8.05,"S",0
"2-3","male",34.6287989714633,0,0,7.75,"Q",0
"2-3","male",21,0,0,7.775,"S",1
"2-3","male",28.9923830217545,0,0,8.05,"S",0
"2-3","male",24,0,0,7.8958,"S",0
"2-3","male",21,0,0,7.8958,"S",0
"2-3","male",28,0,0,7.8958,"S",0
"2-3","male",28.9261105517551,0,0,7.8958,"S",0
"2-3","female",22.8213607052893,0,0,7.8792,"Q",1
"2-3","male",25,0,0,7.65,"S",0
"2-3","male",6,0,1,12.475,"S",1
"2-3","female",27,0,1,12.475,"S",1
"2-3","male",28.9923830217545,0,0,8.05,"S",0
"2-3","female",27.5899469360902,1,0,24.15,"Q",1
"2-3","male",36.1069060163865,1,0,24.15,"Q",0
"2-3","male",33.4934438185586,0,0,8.4583,"Q",0
"2-3","male",34,0,0,8.05,"S",0
"2-3","male",34.6287989714633,0,0,7.75,"Q",0
"2-3","male",26.6438971364384,0,0,7.775,"S",1
"2-3","male",11.8565448455748,1,1,15.2458,"C",1
"2-3","male",11.8565448455748,1,1,15.2458,"C",1
"2-3","female",19.0523008789231,0,2,15.2458,"C",1
"2-3","female",25.0959767068665,0,0,7.2292,"C",1
"2-3","male",28.9923830217545,0,0,8.05,"S",0
"2-3","female",22.9328075540288,0,0,7.7333,"Q",1
"2-3","female",24,0,0,7.75,"Q",1
"2-3","male",28.9923830217545,0,0,8.05,"S",0
"2-3","female",27.9313047315637,1,0,15.5,"Q",1
"2-3","female",27.9313047315637,1,0,15.5,"Q",1
"2-3","female",28.6566237665584,0,0,15.5,"Q",1
"2-3","male",18,0,0,7.75,"S",0
"2-3","male",22,0,0,7.8958,"S",0
"2-3","female",15,0,0,7.225,"C",1
"2-3","female",1,0,2,15.7417,"C",1
"2-3","male",20,1,1,15.7417,"C",1
"2-3","female",19,1,1,15.7417,"C",1
"2-3","male",33,0,0,8.05,"S",0
"2-3","male",28.9261105517551,0,0,7.8958,"S",0
"2-3","male",28.3109057832741,0,0,7.2292,"C",0
"2-3","female",26.8906420765553,0,0,7.75,"Q",0
"2-3","male",28.9261105517551,0,0,7.8958,"S",0
"2-3","male",12,1,0,11.2417,"C",1
"2-3","female",14,1,0,11.2417,"C",1
"2-3","female",29,0,0,7.925,"S",0
"2-3","male",28,0,0,8.05,"S",0
"2-3","female",18,0,0,7.775,"S",1
"2-3","female",26,0,0,7.8542,"S",1
"2-3","male",21,0,0,7.8542,"S",0
"2-3","male",41,0,0,7.125,"S",0
"2-3","male",39,0,0,7.925,"S",1
"2-3","male",21,0,0,7.8,"S",0
"2-3","male",28.5,0,0,7.2292,"C",0
"2-3","female",22,0,0,7.75,"S",1
"2-3","male",61,0,0,6.2375,"S",0
"2-3","male",35.6929844528184,1,0,15.5,"Q",0
"2-3","male",33.285533188287,0,0,7.8292,"Q",0
"2-3","female",27.9313047315637,1,0,15.5,"Q",1
"2-3","male",31.5830744168532,0,0,7.7333,"Q",0
"2-3","male",34.6287989714633,0,0,7.75,"Q",0
"2-3","male",34.6287989714633,0,0,7.75,"Q",0
"2-3","male",23,0,0,9.225,"S",0
"2-3","female",26.8906420765553,0,0,7.75,"Q",0
"2-3","female",23.1240158873621,0,0,7.75,"Q",1
"2-3","female",22.8213607052893,0,0,7.8792,"Q",1
"2-3","female",22,0,0,7.775,"S",1
"2-3","male",28.101340947903,0,0,7.75,"Q",1
"2-3","female",22.8213607052893,0,0,7.8292,"Q",1
"2-3","male",9,0,1,3.1708,"S",1
"2-3","male",28,0,0,22.525,"S",0
"2-3","male",42,0,1,8.4042,"S",0
"2-3","male",29.2462255768531,0,0,7.3125,"S",0
"2-3","female",31,0,0,7.8542,"S",0
"2-3","male",28,0,0,7.8542,"S",0
"2-3","male",32,0,0,7.775,"S",1
"2-3","male",20,0,0,9.225,"S",0
"2-3","female",23,0,0,8.6625,"S",0
"2-3","female",20,0,0,8.6625,"S",0
"2-3","male",20,0,0,8.6625,"S",0
"2-3","male",16,0,0,9.2167,"S",0
"2-3","female",31,0,0,8.6833,"S",1
"2-3","female",26.4317902396667,0,0,7.6292,"Q",0
"2-3","male",2,3,1,21.075,"S",0
"2-3","male",6,3,1,21.075,"S",0
"2-3","female",3,3,1,21.075,"S",0
"2-3","female",8,3,1,21.075,"S",0
"2-3","female",29,0,4,21.075,"S",0
"2-3","male",1,4,1,39.6875,"S",0
"2-3","male",7,4,1,39.6875,"S",0
"2-3","male",2,4,1,39.6875,"S",0
"2-3","male",16,4,1,39.6875,"S",0
"2-3","male",14,4,1,39.6875,"S",0
"2-3","female",41,0,5,39.6875,"S",0
"2-3","male",21,0,0,8.6625,"S",0
"2-3","male",19,0,0,14.5,"S",0
"2-3","male",28.8272550092058,0,0,8.7125,"C",0
"2-3","male",32,0,0,7.8958,"S",0
"2-3","male",0.75,1,1,13.775,"S",0
"2-3","female",3,1,1,13.775,"S",0
"2-3","female",26,0,2,13.775,"S",0
"2-3","male",31.1304976321404,0,0,7,"S",0
"2-3","male",28.8261392466366,0,0,7.775,"S",0
"2-3","male",28.9923830217545,0,0,8.05,"S",0
"2-3","male",21,0,0,7.925,"S",0
"2-3","male",25,0,0,7.925,"S",0
"2-3","male",22,0,0,7.25,"S",0
"2-3","male",25,1,0,7.775,"S",1
"2-3","male",14.125958056616,1,1,22.3583,"C",1
"2-3","female",16.8089270326928,1,1,22.3583,"C",1
"2-3","female",16.9717471172531,0,2,22.3583,"C",1
"2-3","female",25.8237124754107,0,0,8.1375,"Q",0
"2-3","male",24,0,0,8.05,"S",0
"2-3","female",28,0,0,7.8958,"S",0
"2-3","male",19,0,0,7.8958,"S",0
"2-3","male",28.9261105517551,0,0,7.8958,"S",0
"2-3","male",25,1,0,7.775,"S",0
"2-3","female",18,0,0,7.775,"S",0
"2-3","male",32,0,0,8.05,"S",1
"2-3","male",28.9261105517551,0,0,7.8958,"S",0
"2-3","male",17,0,0,8.6625,"S",0
"2-3","male",24,0,0,8.6625,"S",0
"2-3","male",28.9261105517551,0,0,7.8958,"S",0
"2-3","female",26.3336371702722,0,0,8.1125,"S",0
"2-3","male",28.3109057832741,0,0,7.2292,"C",0
"2-3","male",29.3726839101864,0,0,7.25,"S",0
"2-3","male",38,0,0,7.8958,"S",0
"2-3","male",21,0,0,8.05,"S",0
"2-3","male",10,4,1,29.125,"Q",0
"2-3","male",4,4,1,29.125,"Q",0
"2-3","male",7,4,1,29.125,"Q",0
"2-3","male",2,4,1,29.125,"Q",0
"2-3","male",8,4,1,29.125,"Q",0
"2-3","female",39,0,5,29.125,"Q",0
"2-3","female",22,0,0,39.6875,"S",0
"2-3","male",35,0,0,7.125,"S",0
"2-3","female",23.0188075540288,0,0,7.7208,"Q",1
"2-3","male",31.391335190776,0,0,14.5,"S",0
"2-3","female",29.6786411174023,0,0,14.5,"S",0
"2-3","male",50,1,0,14.5,"S",0
"2-3","female",47,1,0,14.5,"S",0
"2-3","male",28.9923830217545,0,0,8.05,"S",0
"2-3","male",28.8261392466366,0,0,7.775,"S",0
"2-3","female",2,1,1,20.2125,"S",0
"2-3","male",18,1,1,20.2125,"S",0
"2-3","female",41,0,2,20.2125,"S",0
"2-3","female",25.0666887642082,0,0,8.05,"S",1
"2-3","male",50,0,0,8.05,"S",0
"2-3","male",16,0,0,8.05,"S",0
"2-3","male",28.101340947903,0,0,7.75,"Q",1
"2-3","male",37.935936643886,0,0,24.15,"Q",0
"2-3","male",28.3109057832741,0,0,7.2292,"C",0
"2-3","male",25,0,0,7.225,"C",0
"2-3","male",28.4193859420042,0,0,7.225,"C",0
"2-3","male",31.5830744168532,0,0,7.7292,"Q",0
"2-3","male",29.2236794924392,0,0,7.575,"S",0
"2-3","male",38.5,0,0,7.25,"S",0
"2-3","male",14.4699071105854,8,2,69.55,"S",0
"2-3","male",14.5,8,2,69.55,"S",0
"2-3","female",14.8244226570309,8,2,69.55,"S",0
"2-3","female",14.8244226570309,8,2,69.55,"S",0
"2-3","female",14.8244226570309,8,2,69.55,"S",0
"2-3","female",14.8244226570309,8,2,69.55,"S",0
"2-3","male",14.4699071105854,8,2,69.55,"S",0
"2-3","male",14.4699071105854,8,2,69.55,"S",0
"2-3","male",14.4699071105854,8,2,69.55,"S",0
"2-3","male",36.8789027960168,1,9,69.55,"S",0
"2-3","female",38.4964547101876,1,9,69.55,"S",0
"2-3","male",24,0,0,9.325,"S",0
"2-3","female",21,0,0,7.65,"S",1
"2-3","male",39,0,0,7.925,"S",0
"2-3","male",23.6672644306588,2,0,21.6792,"C",0
"2-3","male",23.6672644306588,2,0,21.6792,"C",0
"2-3","male",23.6672644306588,2,0,21.6792,"C",0
"2-3","female",1,1,1,16.7,"S",1
"2-3","female",24,0,2,16.7,"S",1
"2-3","female",4,1,1,16.7,"S",1
"2-3","male",25,0,0,9.5,"S",1
"2-3","male",20,0,0,8.05,"S",0
"2-3","male",24.5,0,0,8.05,"S",0
"2-3","male",31.5830744168532,0,0,7.725,"Q",0
"2-3","male",28.9261105517551,0,0,7.8958,"S",0
"2-3","male",34.6287989714633,0,0,7.75,"Q",0
"2-3","male",29,0,0,9.5,"S",1
"2-3","male",31.5967518574426,0,0,15.1,"S",0
"2-3","female",23.2698747108916,0,0,7.7792,"Q",1
"2-3","male",28.9923830217545,0,0,8.05,"S",0
"2-3","male",28.9923830217545,0,0,8.05,"S",0
"2-3","male",22,0,0,7.2292,"C",0
"2-3","male",28.9923830217545,0,0,8.05,"S",0
"2-3","male",40,0,0,7.8958,"S",0
"2-3","male",21,0,0,7.925,"S",0
"2-3","female",18,0,0,7.4958,"S",1
"2-3","male",4,3,2,27.9,"S",0
"2-3","male",10,3,2,27.9,"S",0
"2-3","female",9,3,2,27.9,"S",0
"2-3","female",2,3,2,27.9,"S",0
"2-3","male",40,1,4,27.9,"S",0
"2-3","female",45,1,4,27.9,"S",0
